title,keyword,abstract,field,authors,date,doi,references
UV and IR laser induced ablation of Al2O3/SiN:H and a-Si:H/SiN:H,,,"Electrical and Electronic Engineering,Condensed Matter Physics,Renewable Energy, Sustainability and the Environment,Electronic, Optical and Magnetic Materials","T. Schutz-Kuchly,A. Slaoui,J. Zelgowski,A. Bahouka,M. Pawlik,Jean-Pierre Vilcot,E. Delbos,M. Bouttemy,R. Cabal",2022,10.1051/epjpv/2013027,"10.1016/j.egypro.2012.05.006, 10.1002/pip.856, "
(Green) Knowledge spillovers and regional environmental support: do they matter for the entry of new green tech-based firms?,,,"General Social Sciences,General Environmental Science","Eva Coll-Martínez,Malia Kedjar,Patricia Renou-Maissant",2022,10.1007/s00168-022-01111-3,"10.1007/s11187-009-9224-4, 10.2307/1935950, 10.1007/s11187-008-9157-3, 10.1007/s11187-013-9505-9, 10.1093/reep/res016, 10.1016/j.strueco.2009.12.001, 10.1007/s00168-014-0645-x, 10.1111/j.1435-5957.2007.00131.x, 10.1093/acprof:oso/9780195183511.001.0001, 10.1007/s00168-009-0291-x, 10.1093/icc/dtn049, 10.1080/00343404.2020.1861240, 10.1016/j.respol.2018.11.001, 10.1111/joes.12149, 10.1016/j.respol.2019.103901, 10.1080/00130095.2020.1721279, 10.1007/s11187-016-9700-6, 10.3390/su13020761, 10.1080/00343404.2016.1254767, 10.1080/0034340052000320887, 10.1093/jeg/lbq053, 10.4337/9781849806497, 10.1093/jeg/lbp008, 10.1016/S0095-0696(02)00058-X, 10.1016/j.jeem.2009.05.003, 10.1080/00343404.2014.940305, 10.1016/j.respol.2012.02.014, 10.1007/s11187-016-9722-0, 10.1007/s11187-017-9934-y, 10.1016/j.respol.2017.10.006, 10.1007/s11187-019-00236-8, 10.1007/s11187-017-9938-7, 10.1177/0308518X15599285, 10.1016/j.respol.2014.12.011, 10.1093/reep/rex013, 10.1016/j.respol.2011.10.002, 10.1007/s11187-014-9543-y, 10.1007/978-3-642-40340-8, 10.1007/978-3-642-03647-7_19, 10.1111/j.1467-9787.2009.00613.x, 10.3390/su10010223, 10.1098/rsta.2016.0367, 10.1093/icc/dth017, 10.1080/00343400601120296, 10.1080/13662716.2015.1066596, 10.1016/j.respol.2014.12.001, 10.1006/juec.1999.2138, 10.1093/cjres/rsy012, 10.1080/09654313.2019.1648385, 10.1016/j.eist.2014.11.001, 10.1257/0002828053828644, 10.1007/978-3-319-96661-8_46, 10.1016/j.respol.2007.08.006, 10.1080/13662716.2013.833375, 10.1002/bse.2063, 10.1016/j.ecolecon.2009.02.016, 10.1016/j.reseneeco.2011.12.001, 10.1016/j.respol.2012.01.005, 10.1111/j.1540-6520.2007.00187.x, 10.1016/S1574-0099(03)01016-7, 10.1093/cjres/rsz001, 10.1093/cesifo/ifv021, 10.1080/00343404.2020.1839639, 10.1093/biomet/73.1.13, 10.1016/S0048-7333(99)00005-0, 10.1016/j.respol.2013.10.015, 10.18637/jss.v047.i01, 10.1080/00343404.2019.1648784, 10.1016/j.jebo.2007.08.006, 10.1093/icc/dtl007, 10.1787/9789264096684-en, 10.1787/9789264252714-en, 10.1007/s10109-009-0087-7, 10.1257/jep.9.4.97, 10.1016/j.respol.2010.09.005, 10.1016/j.ecolecon.2018.10.007, 10.1016/j.ecolecon.2006.02.003, 10.1016/S0921-8009(99)00112-3, 10.1007/s10640-005-1770-x, 10.1068/a130146p, 10.1023/B:SBEJ.0000014451.99047.69, 10.1080/00343404.2020.1744122, 10.1016/0048-7333(88)90024-8, 10.1098/rsif.2007.0213, 10.1016/S0048-7333(97)00052-8, 10.1016/j.eist.2019.10.002, 10.1016/j.jebo.2008.09.003, 10.1016/j.wpi.2011.12.004, 10.1016/j.jue.2006.01.002, "
Energy-Efficient Solutions in Two-user Downlink NOMA Systems Aided by Ambient Backscattering,"NOMA,Energy efficiency maximization,Ambient backscatter communications",,,"Hajar El Hassani,Anne Savard,Elena Veronica Belmega,Rodrigo C. De Lamare",2022,,
"Les constructions Tough : syntaxe, sémantique et interfaces. Présentation",,,"Linguistics and Language,Language and Linguistics","Fayssal Tayalati,Vassil Mostrov,Danièle van de Velde",2022,10.3917/lang.218.0007,"10.1075/tsl.20.05com, 10.1007/978-94-010-0351-3_7, 10.1162/LING_a_00130, 10.1075/rllt.9.07giu, 10.1075/lv.11.2.01har, 10.1162/ling.2009.40.4.535, 10.1353/lan.1980.0026, 10.2307/414450, 10.1075/la.91.19rez, 10.1162/LING_a_00169, 10.3917/lang.218.0125, 10.1007/BF00627484, 10.1007/1-4020-1910-6_14, 10.1093/oso/9780198238133.003.0004, 10.1007/978-94-015-9177-5_13, "
Sensibiliser les étudiants du Master Audiovisuel et Multimédia à la veille technologique,"UPHF,DREAM,IABM,IBC,Enseignement en audiovisuel,Enseignement en langues,Dispositif pédagogique,Veille technologique,Pecha Kucha,Retour d’expérience",,,"Caroline Guillaume-Blaydes,Marie Zwingelstein,François-Xavier Coudoux,Michel Pommeray,Philippe Thomin,Nicolas Vieville,Willy Yvart",2022,,
IR-UWB cognitive radio system based on the M-OAM modulations,"UWB system,High speed wireless communication,M-OAM modulations,Cognitive Radio",,,"Lamyae Maatougui,Khadija Hamidoun,Yassin El Hillali,Atika Rivenq,Abdelowahed Hajjaji,Hassan Ouahmane",2022,,
Direct path detection algorithm in multiple input single output configuration for transport applications,"CDMA,Cross-correlation,Direct path detection,Gold code,MISO systems,UWB pulse",,,"Kobenan Ignace Kossonou,Yassin El Hillali,Michael Bocquet,Atika Rivenq,Jamal Assaad",2022,10.1109/ICUWB.2014.6959022,"10.1109/JSAC.2002.805031, 10.1109/UWBST.2002.1006336, 10.1109/MILCOM.1997.644973, 10.1109/JSAC.2002.805060, 10.1109/29.7543, 10.1109/78.330381, 10.1109/TIT.1967.1054048, 10.1109/ACSSC.2002.1197272, "
Map-Matching-Based Localization Using Camera and Low-Cost GPS For Lane-Level Accuracy,"Autonomous driving,Lane-level localization,Lane detection,GNSS,GPS,Map-matching",,General Engineering,"Rahmad Sadli,Mohamed Afkir,Abdenour Hadid,Atika Rivenq,Abdelmalik Taleb-Ahmed",2022,10.1016/j.procs.2021.12.237,"10.1007/s10514-009-9115-1, 10.1109/TMECH.2016.2533635, 10.1109/TITS.2015.2492019, 10.1109/5.736347, 10.1109/TITS.2012.2187641, 10.1109/IVS.2013.6629509, 10.1109/ITSC.2013.6728444, 10.1109/TITS.2014.2321108, 10.1109/TVT.2013.2281199, 10.1007/s00138-011-0404-2, 10.1109/ROBOT.2010.5509700, 10.1109/ITSC.2016.7795604, 10.1109/TITS.2015.2450738, 10.1109/SII.2016.7844096, 10.1109/IVS.2014.6856560, 10.1109/ITCA49981.2019.00011, "
Real-time Traffic Data Collection Using The Two Simulators SUMO and OMNeT++,,,,"Riham Farhani,Yassin El Hillali,Atika Rivenq,Abdelwahed Hajjaji,Yahia Boughaleb",2022,10.1109/ISIVC54825.2022.9800716,"10.1088/1742-6596/1935/1/012006, 10.1007/978-3-658-23751-6_8, 10.1016/j.vehcom.2018.10.004, 10.1109/TNET.2015.2432804, 10.1109/TITS.2016.2614580, 10.1109/MedHocNet.2017.8001639, 10.1109/MCOM.2016.7402268, 10.1016/j.rser.2016.01.011, 10.1007/BF02208489, "
ROC Performances of Constant False Alarm Coded Anti-collision Radar in Multi-user Environment,"Radar,CDMA technique,Kasami codes,Gold codes,Detection,Multi-user environment",,"Electrical and Electronic Engineering,Computer Networks and Communications,Hardware and Architecture","Jamal Zaidouni,Atika Rivenq,Kamal Ghoumid,Ali El Moussati,Pascal Deloof",2022,10.1007/s10776-015-0282-z,"10.1109/35.544334, 10.1049/iet-rsn.2014.0057, 10.1002/047165549X, 10.1109/TVT.2013.2275201, 10.1109/TVT.2011.2132768, 10.1109/ITSC.2000.881055, 10.1109/ICTTA.2008.4530063, 10.1016/B978-075065773-0/50003-0, 10.1049/iet-rsn.2013.0316, 10.1109/TSP.2014.2388441, 10.1016/0165-1684(95)00031-8, 10.1109/SIU.2010.5652287, 10.1007/s00034-012-9518-7, 10.1109/TAES.2010.5595590, 10.1002/dac.2312, 10.1007/978-3-319-07488-7_19, 10.1007/978-3-642-31528-2_4, 10.1109/VTCF.2006.610, 10.1002/dac.1259, 10.1002/0471663085, 10.5121/ijcnc.2013.5604, 10.1201/9780203502556, 10.1109/TCOM.1979.1094293, "
Generation of leaky Rayleigh waves using a conical phased-array transducer: Modeling time domain signals reflected on anisotropic materials,,,,"D. Frenet,P. Calmon,M. Ouaftouh",2022,10.1109/ULTSYM.1998.762143,"10.1109/T-SU.1985.31586, 10.1121/1.381325, 10.1016/0165-2125(80)90005-0, 10.1109/ULTSYM.1994.401856, 10.1016/S0041-624X(97)00141-8, "
Study of acoustic signatures for non-spherical curved acoustic lens,,,,"Wei-Jiang Xu,Mohamed Ourak,Mohammadi Ouaftouh,Bertrand Nongaillard",2022,10.1109/ultsym.1994.401856,"10.1109/T-SU.1984.31483, 10.1063/1.324460, 10.1109/T-SU.1985.31587, 10.1109/58.165548, "
Dynamic evolution of interface roughness during friction and wear processes,"Surface roughness evolution,Dynamic roughness,Dry friction,Roughness metrology,Surface finishing",,"Instrumentation,Atomic and Molecular Physics, and Optics","K. J. Kubiak,Maxence Bigerelle,T. Mathia,André Dubois,Laurent Dubar",2022,10.1002/sca.21082,"10.1016/j.wear.2011.08.006, 10.1243/09544054JEM777, 10.1103/PhysRevLett.96.055509, 10.1016/S0890-6955(01)00057-8, 10.1016/S0043-1648(98)00148-3, 10.1016/S0257-8972(98)00528-3, 10.1016/j.triboint.2011.08.016, 10.1016/j.surfcoat.2004.07.020, 10.1016/j.wear.2007.06.016, 10.1016/j.triboint.2011.04.020, 10.1016/j.wear.2009.02.011, 10.1016/j.wear.2005.01.030, 10.1016/j.surfcoat.2006.08.094, 10.1016/j.triboint.2010.02.010, 10.1016/j.wear.2008.12.013, 10.1038/nature03822, 10.1103/PhysRevE.85.027102, 10.1002/sca.4950250405, 10.1016/j.wear.2012.02.005, "
Quantitative analysis of galling in cold forging of a commercial Al-Mg-Si alloy,"AA6082,Wear,Galling,Upsetting Sliding Test,Surface topography",,Applied Mathematics,"Kevin Le Mercier,Mirentxu Dubar,Katia Mocellin,André Dubois,Laurent Dubar",2022,10.1016/j.proeng.2017.10.998,"10.1016/S0924-0136(97)00152-0, 10.1016/j.jmatprotec.2007.03.098, 10.1016/j.surfcoat.2011.11.041, 10.1016/j.wear.2009.04.006, 10.1016/j.surfcoat.2010.04.025, 10.1016/j.wear.2011.01.077, 10.1016/j.wear.2012.05.033, 10.1016/j.wear.2013.06.015, 10.1016/j.wear.2014.07.021, 10.1016/j.wear.2005.01.006, 10.1016/j.proeng.2014.10.265, 10.1016/j.matdes.2014.12.005, 10.1016/j.wear.2013.02.015, 10.1002/sca.21113, 10.1016/j.ijmachtools.2010.05.003, "
Galling phenomena in metal forming,"Galling,Metal forming,Friction,Wear,Adhesion,Anti-galling",,"Surfaces, Coatings and Films,Mechanical Engineering","Kuniaki Dohda,Masahito Yamamoto,Chengliang Hu,Laurent Dubar,Kornel F. Ehmann",2022,10.1007/s40544-020-0430-z,"10.1016/0043-1648(73)90006-9, 10.9773/sosei.55.391, 10.1007/BF02833697, 10.1016/0043-1648(94)90229-1, 10.9773/sosei.52.113, 10.1007/s40544-015-0077-3, 10.9773/sosei.57.955, 10.1115/1.802094, 10.31399/asm.hb.v18.a0006425, 10.1115/1.4036924, 10.1016/j.cirpj.2015.06.001, 10.1016/j.wear.2016.04.021, 10.9773/sosei.48.962, 10.9773/sosei.56.176, 10.1007/s00170-018-1790-7, 10.1016/j.wear.2018.04.006, 10.1016/j.jmatprotec.2017.06.001, 10.1016/j.wear.2011.10.007, 10.1007/s11249-014-0297-0, 10.1016/j.acme.2014.07.002, 10.1007/s11249-015-0542-1, 10.1016/j.surfcoat.2018.03.055, 10.1016/j.wear.2006.12.077, 10.1016/0043-1648(59)90159-0, 10.1016/0043-1648(57)90002-9, 10.1016/0043-1648(63)90283-7, 10.1016/S0924-0136(98)00357-4, 10.1016/S1359-4311(02)00170-9, 10.1115/1.2834132, 10.1299/kikai1938.38.1098, 10.1016/S0007-8506(07)60686-6, 10.1016/j.jmatprotec.2007.11.281, 10.1016/0043-1648(73)90134-8, 10.1016/j.triboint.2012.12.008, 10.1299/kikaic.66.3143, 10.1115/1.4041538, 10.1016/j.triboint.2014.02.008, 10.1016/j.applthermaleng.2017.02.107, 10.1016/j.promfg.2016.08.027, 10.1016/0924-0136(94)90100-7, 10.9773/sosei.51.342, 10.1016/j.cirp.2010.05.007, 10.9773/sosei.55.1058, 10.1016/j.jmatprotec.2015.03.009, 10.1016/j.wear.2011.02.011, 10.1016/j.surfcoat.2018.06.070, 10.1080/02670844.2017.1381375, 10.1016/j.wear.2017.04.026, 10.1016/j.surfcoat.2014.02.067, 10.1016/j.wear.2011.06.007, 10.1016/j.jmapro.2018.01.005, 10.1115/1.3123344, 10.1115/1.4031398, 10.1177/0020294017707161, 10.1016/S0890-6955(99)00122-4, 10.17531/ein.2016.3.1, 10.1016/j.measurement.2014.03.042, 10.1016/j.promfg.2018.07.275, 10.1016/j.proeng.2017.04.011, 10.1109/JSEN.2018.2810839, 10.1115/1.3667438, 10.1115/1.3662595, 10.1016/j.cirp.2018.04.106, 10.1016/j.proeng.2011.11.128, 10.1016/j.cirp.2011.03.143, 10.1016/j.cirp.2014.03.050, 10.1016/j.jmatprotec.2004.01.025, 10.3390/lubricants6020042, 10.1063/1.1728920, 10.1016/0043-1648(77)90081-3, 10.1016/j.cirp.2009.03.091, 10.1016/j.wear.2010.12.076, 10.1007/s11249-018-1023-0, 10.1016/j.mfglet.2018.03.003, 10.1115/1.3439415, 10.1115/1.4003616, 10.1016/j.ijmachtools.2013.03.005, 10.1179/1362171810Y.0000000026, 10.1016/j.acme.2017.01.002, 10.1179/174329307X197548, 10.1179/1362171811Y.0000000099, 10.1007/s00170-013-5364-4, "
The multi-scale roughness analyses and modeling of abrasion with the grit size effect on ground surfaces,"Grinding,Abrasion,Adhesion,Roughness,Grit size effect,Multi-scale modeling",,"Materials Chemistry,Surfaces, Coatings and Films,Surfaces and Interfaces,Mechanics of Materials,Condensed Matter Physics","Maxence Bigerelle,Thomas Mathia,Salima Bouvier",2022,10.1016/j.wear.2011.08.006,"10.1016/j.triboint.2003.09.004, 10.1016/j.wear.2004.09.025, 10.1016/j.triboint.2006.12.007, 10.1016/j.triboint.2008.03.015, 10.1007/s00170-005-0197-4, 10.1103/PhysRevA.39.1500, 10.1016/j.snb.2006.11.006, 10.1016/j.csda.2006.09.043, 10.1016/j.wear.2008.04.074, 10.1016/j.triboint.2010.08.002, 10.1016/0043-1648(71)90165-7, 10.1016/j.matdes.2004.10.010, 10.1179/174329408X271426, 10.1016/S0043-1648(98)00161-6, 10.1016/0043-1648(81)90062-4, 10.1016/S0043-1648(02)00103-5, 10.1016/S0043-1648(97)00170-1, 10.1016/0043-1648(68)90574-7, 10.1016/j.wear.2008.05.015, 10.1016/0043-1648(84)90155-8, "
Generation of broadband surface acoustic waves using a dual temporal-spatial chirp method,,,"Acoustics and Ultrasonics,Arts and Humanities (miscellaneous)","Dame Fall,Marc Duquennoy,Mohammadi Ouaftouh,Nikolay Smagin,Bogdan Piwakowski,Frédéric Jenot",2022,10.1121/1.4994676,"10.1016/S0041-624X(96)00102-3, 10.1007/s10853-016-9825-7, 10.1063/1.3600797, 10.1016/j.proeng.2016.11.286, 10.1063/1.4768434, 10.1121/1.4826176, 10.1016/j.ultras.2016.02.006, 10.1088/0957-0233/12/8/341, 10.1063/1.3317734, 10.1063/1.1405828, 10.1007/BF00614817, "
Caractérisation des champs de contrainte résiduelle à partir des ondes acoustiques de surface,,,,"Marc Duquennoy,Mohammadi Ouaftouh,Frédéric Jenot",2022,,
Développement de capteurs piezoélectriques interdigités flexibles pour la caractérisation ultrasonore des revêtements,,,,"Rafatou Takpara,Marc Duquennoy,Christian Courtois,Mohamed Rguiti",2022,,
Glass-ceramic piezoelectric substrate for high temperature sensors,,,,"F. Dupla,Marie-Sophie Renoirt,Nikolay Smagin,Gregory Martic,Marc Duquennoy,Maurice Gonon",2022,,
Etude de faisabilité d’une méthode de contrôle non destructif des défauts surfaciques dans le champignon du rail par ultrasons-laser en mode dynamique,,,,"Baba Ndao,Frédéric Jenot,Marc Duquennoy,G. Bourse,Mohammadi Ouaftouh",2022,,
Développement de capteurs SAW à base de Fresnoite-strontium pour des applications à haute température,,,,"Marie-Sophie Renoirt,F. Dupla,Marc Duquennoy,Nikolay Smagin,Gregory Martic,Maurice Gonon,Mohammadi Ouaftouh",2022,,
Développement des capteurs acoustiques de pression pour des environnements sévères,"Capteur,Acoustique,Pression,Environnement sévère",,,"Hassan Alhousseini,Marc Duquennoy,Christian Courtois,Nikolay Smagin",2022,,
Non-destructive characterization of surfaces and thin coatings using a large-bandwidth interdigital transducer,"Thin films,Interdigital transducers,Surface acoustic waves,Wave mechanics,Crystalline solids,Photolithography,Measuring instruments,Piezoelectricity",,Instrumentation,"Dame Fall,Marc Duquennoy,Mohammadi Ouaftouh,Nikolay Smagin,Bogdan Piwakowski,Frédéric Jenot",2022,10.1063/1.5045213,"10.1785/BSSA0430010017, 10.1063/1.3600797, 10.1063/1.4768434, 10.1016/j.ultras.2016.02.006, 10.1016/0020-7683(95)00165-4, 10.1121/1.4826176, 10.1063/1.2774002, 10.1109/t-uffc.1987.26975, 10.1016/0963-8695(95)00010-u, 10.1088/0957-4484/7/3/020, 10.1109/proc.1971.8180, 10.1016/0924-4247(93)00697-3, 10.1063/1.1865319, 10.1063/1.323694, 10.1121/1.4994676, 10.1190/1.1441225, 10.1016/0038-1098(72)91164-7, 10.1007/s10853-016-9825-7, 10.1016/j.ndteint.2014.08.006, 10.1190/geo2014-0312.1, 10.1016/j.sna.2018.03.002, 10.1049/ip-f-1.1980.0018, 10.1007/bf00614817, 10.1016/j.ultras.2017.09.018, "
Development of a Broadband (100–240 MHz) Surface Acoustic Wave Emitter Devoted to the Non-Destructive Characterization of Sub-Micrometric Thin Films,"Chirped interdigital transducers,Surface acoustic waves,SAW dispersion,Very high frequency VHF,Thin films",,"Electrical and Electronic Engineering,Biochemistry,Instrumentation,Atomic and Molecular Physics, and Optics,Analytical Chemistry","Marc Duquennoy,Nikolay Smagin,Tahar Kadi,Mohammadi Ouaftouh,Frédéric Jenot",2022,10.3390/s22197464,"10.1007/978-3-662-02767-7, 10.1557/JMR.1992.1564, 10.1016/0040-6090(76)90270-4, 10.1016/S0257-8972(98)00827-5, 10.1112/plms/s1-17.1.4, 10.1007/3-540-08575-0, 10.1063/1.2774002, 10.1109/T-UFFC.1987.26975, 10.1016/0963-8695(95)00010-U, 10.1088/0957-4484/7/3/020, 10.1063/1.3600797, 10.1063/1.4768434, 10.1016/j.ultras.2016.02.006, 10.1109/PROC.1971.8180, 10.1016/0924-4247(93)00697-3, 10.1063/1.1865319, 10.1016/j.pmatsci.2017.04.006, 10.1016/j.sna.2018.03.002, 10.1121/1.4994676, 10.1049/ip-f-1.1980.0018, 10.1049/el:19940473, 10.1109/ULTSYM.2017.8092871, 10.1016/j.sna.2017.07.035, 10.1016/j.ndteint.2014.08.006, 10.1007/978-1-4899-5681-1, 10.1017/CBO9781139088435, 10.1063/1.3317734, 10.1121/1.400988, 10.1190/geo2014-0312.1, 10.1190/1.9781560801580, 10.1016/j.conbuildmat.2012.03.015, "
"TIC, diasporas africaines et participation à la vie démocratique dans les pays d’origine",,,,"Seidik Abba,Hachimi Abba,Sylvie Leleu-Merviel",2022,,
Using a quality-led multimedia approach for interpersonal communication training,,,,"Michel Labour,Sylvie Leleu-Merviel,Nicolas Viéville",2022,,
Comparison between the classical Galerkin method and the discontinuous Galerkin method in solving the advection equation,,,,"Salah-Eddine Hebaz,Farouk Benmeddour,Emmanuel Moulin,Jamal Assaad",2022,,
ZigBee-based sensor network. Application to health monitoring of rails using ambient noise correlation,,,,"Laïd Sadoudi,Michael Bocquet,Emmanuel Moulin,Jamal Assaad",2022,,
Acoustic Energy Transfer by Friction Induced Vibrations,"Force identification,Energy transfer,Friction-induced vibrations,Power flow",,Applied Mathematics,"Giovanna Lacerra,F. Massi,Eric Chatelet,Emmanuel Moulin",2022,10.1016/j.proeng.2017.09.354,"10.1121/1.1456514, 10.1016/j.ymssp.2009.09.004, 10.1504/IJVNV.2005.007524, 10.1016/j.euromechsol.2006.03.002, 10.1016/S0093-6413(02)00254-9, 10.1504/IJVD.2009.027120, 10.1007/s11249-010-9683-4, 10.1515/TJJ.1990.7.3-4.297, 10.1063/1.4867522, 10.1016/j.jsv.2016.10.006, "
Using Learning Techniques to Observe Elderly’s Behavior Changes over Time in Smart Home,"Behavior change observation,Elderly people,Smart home,Activities of Daily Living",,,"Dorsaf Zekri,Thierry Delot,Mikael Desertot,Sylvain Lecomte,Marie Thilliez",2022,10.1007/978-3-030-51517-1_11,"10.1109/TASE.2015.2474743, 10.1007/s00779-014-0820-1, 10.1007/s12652-010-0043-x, 10.1109/MIPRO.2014.6859575, 10.1109/SMARTCOMP.2016.7501687, 10.1007/978-3-319-21671-3_9, 10.1016/j.engappai.2018.08.014, 10.5220/0006145100960105, 10.1016/j.artmed.2015.12.001, 10.1145/2851613.2851687, 10.1109/PERCOM.2015.7146521, 10.1002/int.21544, 10.1109/DCOSS.2015.20, 10.1186/s40537-014-0011-y, 10.1109/MC.2012.328, 10.1111/exsy.12189, "
The Faraday instability in miscible fluid systems,"Materials properties,Thermodynamic states and processes,Fluid systems,Boussinesq approximation,Viscosity,Reversible process,Brines,Thermal effects,Oscillators,G-factor",,"Condensed Matter Physics,Fluid Flow and Transfer Processes,Mechanics of Materials,Computational Mechanics,Mechanical Engineering","S.V. Diwakar,Farzam Zoueshtiagh,Sakir Amiroudine,Ranga Narayanan",2022,10.1063/1.4929401,"10.1098/rstl.1831.0018, 10.1098/rspa.1954.0218, 10.1017/S0022112009006156, 10.1103/PhysRevE.85.016326, 10.1017/S0022112070000447, 10.1016/S0017-9310(02)00110-2, 10.1017/S0022112006001169, 10.1016/j.actaastro.2009.05.019, 10.1017/S0022112002002835, 10.1017/S0022112005007494, 10.1017/S0022112094003812, 10.1137/050641296, 10.1016/j.jcp.2009.05.045, 10.1017/S0022112009993417, "
Modeling Energetic Efficiency of Coil Annealing Using Hydrogen Gas,"Modeling,Simplex,Steel,Annealing,Coil,Designs of experiments,Method of finite differences",,,"Abdallah Haouam,Maxence Bigerelle,Bachir Merzoug",2022,10.1007/978-3-319-62572-0_20,"10.1007/s00231-014-1409-y, 10.1021/ac50059a019, "
Influence of powder mixing method on properties of high entropy alloys of FeCrMnAlMo thin coatings obtained by magnetron sputtering,"High entropy alloys,Thin coatings,Powder target sintered,Magnetron sputtering,Reciprocating dry sliding wear,Nanoindentation",,"Materials Chemistry,Surfaces, Coatings and Films,Surfaces and Interfaces,Condensed Matter Physics,General Chemistry","Y.Y. Santana,Mourtada-Aly Sow,Corinne Nouvellon,Catherine Cordier,Franck Béclin,Matthieu Touzin,A. Tromont,Xavier Noirfalise,Laurent Boilet,Jean-François Trelcat,Mirentxu Dubar,Hervé Morvan,Maxence Bigerelle",2022,10.1016/j.surfcoat.2022.128744,"10.1002/adem.200300567, 10.1016/j.msea.2003.10.257, 10.1016/j.pmatsci.2013.10.001, 10.1016/j.matchemphys.2017.07.031, 10.1016/j.triboint.2019.106116, 10.1016/j.tsf.2015.02.070, 10.1016/j.surfcoat.2012.05.038, 10.1016/j.tsf.2007.10.105, 10.1016/j.matchemphys.2017.07.078, 10.1016/S0043-1648(00)00488-9, 10.1016/j.tsf.2019.04.040, 10.1016/j.apsusc.2019.145101, 10.1016/j.surfcoat.2020.125435, 10.1016/j.scriptamat.2017.06.009, 10.3389/fmats.2018.00041, 10.1016/j.surfcoat.2020.126149, 10.1016/j.tsf.2017.08.006, 10.1016/j.surfcoat.2020.126323, 10.1002/adem.201900808, 10.1016/j.matdes.2018.107563, 10.1557/JMR.1992.1564, 10.1016/j.surfcoat.2009.12.006, 10.1007/s11661-010-0344-x, 10.1016/j.tsf.2013.02.019, 10.1016/j.matdes.2020.109070, 10.1016/j.tsf.2019.137411, 10.1016/0257-8972(91)90188-3, 10.1016/j.wear.2019.03.002, 10.1016/0043-1648(92)90176-9, 10.1016/j.wear.2005.12.008, "
A Comparison Between Bearing and Non-bearing Human Bone: Mechanical Testing and Micro-Architecture Assessment,"Architecture,Bearing bone,Cortical bone,Haversian canals,Tensile test,Architecture",,,"Xavier Roothaer,Rémi Delille,Hervé Morvan,Eric Markiewicz,Christian Fontaine",2022,10.1007/978-3-030-30013-5_9,"10.1007/s11914-016-0319-y, 10.1007/BF02058664, 10.1139/o63-146, 10.1016/j.jmbbm.2015.05.007, 10.1016/j.bone.2010.08.012, 10.1016/j.jbiomech.2003.12.011, 10.1016/j.proeng.2014.06.298, 10.1002/ar.23705, 10.1016/j.bone.2015.11.018, 10.1016/j.micron.2018.07.006, 10.1002/ar.b.10024, 10.1109/TSMC.1979.4310076, 10.1016/j.clinbiomech.2018.06.003, 10.1016/j.medengphy.2007.04.008, "
La vigilance par le management des risques : illustration de la rationalité de la compliance,,,,Pierre Lequet,2022,,
Cascade Descriptor Observers: Application to Understanding Sitting Control of Persons Living With Spinal Cord Injury,"Spinal cord injury,Biomechanical systems,Cascade observers,Nonlinear model,Takagi–Sugeno formalism,LMI",,General Medicine,"Hajer Srihi,Thierry-Marie Guerra,Tran Anh-Tu Nguyen,Philippe Pudlo,Antoine Dequidt",2022,10.3389/fcteg.2021.710271,"10.1016/j.engappai.2017.09.016, 10.1016/j.isatra.2010.06.003, 10.1137/1.9781611970777, 10.1016/j.automatica.2011.10.003, 10.1080/00207179608921833, 10.1016/j.jbiomech.2017.01.036, 10.1016/j.automatica.2012.04.008, 10.1016/j.ifacol.2018.06.250, 10.1016/j.ifacol.2020.12.2225, 10.1016/j.automatica.2014.11.008, 10.1109/cdc40024.2019.9029339, 10.1016/j.engappai.2017.09.006, 10.1109/TFUZZ.2008.924353, 10.1080/001401399185081, 10.1002/0471224596, 10.1109/91.868950, 10.1016/0167-6911(94)00017-p, 10.1016/j.sysconle.2007.06.012, "
Human–machine shared control for vehicle lane keeping systems: a Lyapunov‐based approach,,,"Law,Mechanical Engineering,General Environmental Science,Transportation","Chouki Sentouh,Tran Anh-Tu Nguyen,Jagat Jyoti Rath,Jérôme Floris,Jean-Christophe Popieul",2022,10.1049/iet-its.2018.5084,"10.1201/9781410607775.ch8, 10.3182/20100831-4-FR-2021.00071, 10.1109/TITS.2013.2248363, 10.1109/TSMC.2016.2529582, 10.1016/0005-1098(83)90046-8, 10.1006/ijhc.1999.0287, 10.1109/TITS.2011.2159493, 10.1080/0954009021000068745, 10.1109/TITS.2011.2158210, 10.1109/TCST.2008.924558, 10.1109/6979.869020, 10.1016/j.conengprac.2013.11.015, 10.1109/TIE.2016.2645146, 10.1137/1.9781611970777, 10.1016/j.ifacol.2017.08.2072, 10.1016/j.conengprac.2008.10.012, 10.1007/978-1-4614-1433-9, "
