title,keyword,abstract,field,authors,date,doi,references
On method in Galileo Galilei’ mechanics,,,,Raffaele Pisano,2024,,
Galileo: On Trattato di Fortificazione and mechanical science in the Renaissance,,,,Raffaele Pisano,2024,,
Advances in Historical Studies [Editor in Chief 4/4],,,,Raffaele Pisano,2024,,
Galileo and Kepler. On Theoremata Circa Centrum Gravitatis Solidorum and Mysterium Cosmographicum,,,"General Earth and Planetary Sciences,General Environmental Science","Raffaele Pisano,Paolo Bussotti",2024,10.17265/2159-550X,
EUROPEAN SOCIETY FOR THE HISTORY OF SCIENCE [Editorial],,,History and Philosophy of Science,Raffaele Pisano,2024,10.1111/j.1600-0498.2012.00270.x,
Special Issue. Qual è il ruolo culturale ed interdisciplinare delle scienze fisiche e matematiche ? Ipotesi e prospettive (Introduction to What is the cultural and interdisciplinary role of the physical and mathematical sciences? Hypotheses and perspectives),,,,Raffaele Pisano,2024,,
Quanti sono i principi della termodinamica ? (How many principles thermodynamics has?),,,,Raffaele Pisano,2024,,
About the role played by the principles in the physics and mathematics by J.H. Poincaré,,,,Raffaele Pisano,2024,,
La teoria dei baricentri di Torricelli come fondamento della statica (Torricelli's theory of barycentre as a foundation of statics),,,,"Danilo Capecchi,Raffaele Pisano",2024,,
Introduction to the Methods and Cognitive Modelling in the History and Philosophy of Science–&–Education,,,,"Raffaele Pisano,Philippe Vincent",2024,10.24117/2526-2270.2018.i5.02,
IDTC Special Issue. Methods and Cognitive Modelling in the History and Philosophy of Science–&–Education,"Virtual laws,Gravitas secundum situm,Relationships between Physics and Mathematics,Foundations of Physics",,,Raffaele Pisano,2024,,
On the Conceptualization of Force in Johannes Kepler’s Corpus: An Interplay Between Physics/Mathematics and Metaphysics,,,,"Raffaele Pisano,Paolo Bussotti",2024,10.1007/978-3-319-61712-1_16,"10.1017/S0269889701000011, 10.1080/00033797800200201, 10.1016/0039-3681(90)90036-8, 10.1007/978-94-007-5380-8, 10.1080/00033799400200131, 10.1086/649340, 10.1111/j.1600-0498.2006.00035.x, 10.1177/007327530804600302, 10.1177/002182860904000402, 10.1163/9789004246096, 10.1007/978-3-319-21236-4, 10.4236/ahs.2013.23015, 10.4171/RLM/686, 10.1515/9789048512737, 10.1111/j.1600-0498.1992.tb00871.x, 10.1111/j.1600-0498.1992.tb00872.x, 10.1111/j.1600-0498.1992.tb00873.x, 10.1111/j.1600-0498.1992.tb00874.x, 10.1111/j.1600-0498.1992.tb00875.x, 10.1007/s00407-003-0055-4, 10.1017/S0025557200181574, 10.1515/9781400864126, 10.1177/002182869302400103, 10.1017/S000708740003168X, 10.1177/002182869602700401, 10.1016/j.shpsa.2007.11.002, 10.1016/0083-6656(79)90012-6, 10.1007/978-94-017-8011-7, 10.1080/14746700.2011.547004, 10.1177/002182860904000403, 10.1119/1.1934225, 10.1016/0083-6656(79)90008-4, 10.1177/007327530003800401, 10.1515/9781400850525, 10.1002/bewi.19970200202, 10.4159/harvard.9780674181861, 10.1016/0364-9229(91)90019-H, 10.1007/978-3-7643-8909-3, 10.1086/368651, 10.1016/0039-3681(72)90009-X, 10.1080/00033797600200201, 10.1080/17498430.2015.1091969, 10.24117/2526-2270.2017.i2.19, 10.1007/s40329-014-0068-7, 10.11590/abhps.2014.2.02, 10.11590/abhps.2015.1.04, 10.4236/ahs.2015.42007, 10.1484/J.ALMAGEST.1.103720, 10.1007/978-94-017-9710-8, 10.2307/3039261, 10.1177/002182860503600106, 10.1007/978-3-7643-8978-9_6, 10.1007/978-94-007-4746-3, 10.7208/chicago/9780226749471.001.0001, 10.1515/9781400863822, 10.5479/sil.124077.39088002653400, 10.1177/002182860103200304, "
On the New Boson Higgs’s Studies at the CERN-ATLAS Experiment. The Emergency of a Historical Discovery,,,,Raffaele Pisano,2024,10.4236/ahs.2013.21002,"10.1103/PhysRevLett.13.508, 10.1103/PhysRevLett.13.508, 10.1103/PhysRevLett.13.508, 10.1103/PhysRevLett.13.508, "
Introduction to the International 32nd Congress SISFA,,,,Raffaele Pisano,2024,,
"Tartaglia, Galileo and Torricelli: Scientific Roots",,,,Raffaele Pisano,2024,,
S. Carnot’s Réflexions: a theory based on non–classical Logic,,,,"Antonino Drago,Raffaele Pisano",2024,,
"Le métier de l’élu local. Pouvoirs, statuts et transparence, ouvrage collectif en codirection avec J.-F. Kerléo, A. Granero et F. Waserman (Dir.), Institut Joinet, février 2021",,,,Matthieu Caron,2024,,
"« Économie morale des élites dirigeantes », conférence-débat avec Pierre Lascoumes à propos de son dernier ouvrage, 2 mai 2023, Sciences Po Lille",,,,Matthieu Caron,2024,,
Application dans le temps du décret du 13 janvier 2011 portant réforme de l'arbitrage,"Arbitrage,Réforme,Application de la loi dans le temps",,,Nicolas Leblond,2024,,
Conditions du recours de la caution après clôture de la liquidation judiciaire du débiteur,"Cautionnement,Recours de la caution,Procédures collectives",,,Nicolas Leblond,2024,,
La caution peut exercer le retrait litigieux... si elle en remplit les conditions,"Cautionnement,Cession de créance,Retrait litigieux",,,Nicolas Leblond,2024,,
Coup(s) de boutoir contre la déclaration d'insaisissabilité,"Insaisissabilité,Déclaration d'insaisissabilité",,,Nicolas Leblond,2024,,
Négocier... éventuellement contre soi-même,"Droit des contrats - réforme du droit des contrats,Négociations",,,Nicolas Leblond,2024,,
Liberté contractuelle et responsabilité pour rupture brutale d'une relation commerciale établie,"Pratiques restrictives,Rupture brutale d'une relation commerciale",,,Nicolas Leblond,2024,,
La nature de la prestation contractuelle n'a pas d'incidence sur le caractère établi d'une relation commerciale,"Pratiques restrictives,Rupture brutale d'une relation commerciale",,,Nicolas Leblond,2024,,
Pas de déséquilibre significatif dans le contrat constitutif d'un GIE,"Pratiques restrictives,Déséquilibre significatif",,,Nicolas Leblond,2024,,
Appréciation du déséquilibre significatif entre partenaires commerciaux (suite),"Pratiques restrictives,Déséquilibre significatif",,,Nicolas Leblond,2024,,
Table ronde autour des pratiques de science ouverte de la communauté scientifique,,,,"Mélissa Defond,El Hadj Dogheche,Elisabeth Galopin,Blandine Perona,Sylvain Petit,Damien Trentesaux,Laura Wallard",2024,,
"Les gares de Turin, miroirs de la décroissance urbaine","Gares,Renouvellement urbain,Turin,Italie",,,"Thomas Pfirsch,Giovanni Semi",2024,,
Voitures outils (im)mobiles. L'automobile au coeur des circulations thérapeutiques lybiennes à Sfax,"Automobile,Mobilités,Santé,Tourisme,Sfax,Tunisie",,,"Thomas Pfirsch,Mounir Jarraya,Théo Maurette,Viola Denizon",2024,,
The “ordinary” Italian suburbs : exploring the apartment buildings of the middle classes,"Housing,Homeowning,Cities,Italy",,,Thomas Pfirsch,2024,,
Aux limites de l’humain : quand la fiction interroge le réel,,,,Anne-Sophie Tisserand,2024,10.58282/acta.16356,
"Régis Caloz, Claude Collet : Analyse spatiale de l’information géographique",,,"Urban Studies,Geography, Planning and Development",Guillaume Schmitt,2024,10.4000/tem.1952,
De uma riqueza à outra: o fechamento da mineração na França e no Brasil,,,,"Rita de Cassia Martins de Souza,Guillaume Schmitt",2024,,
L’apport des données historiques sur les sols contaminés en milieu urbain : localisation et réhabilitation,,,,"Jean-Marc Gasperi,Guillaume Schmitt",2024,,
"Les nuisances olfactives, la réponse institutionnelle ?",,,,Guillaume Schmitt,2024,,
Sous les fourches (caudines) des intermédiaires des marchés fonciers et immobiliers : les projets de pôle d’échanges dans la métropole lilloise,,,,"Guillaume Schmitt,Annette Groux",2024,,
Foncier,,,General Medicine,Guillaume Schmitt,2024,10.4000/developpementdurable.21954,"10.4000/developpementdurable.9661, 10.4000/developpementdurable.16002, 10.4000/developpementdurable.15933, 10.4000/developpementdurable.11495, 10.4000/developpementdurable.1754, 10.4000/developpementdurable.4913, 10.4000/developpementdurable.774, 10.4000/developpementdurable.16341, 10.3917/set.019.0032, 10.4000/developpementdurable.10295, 10.4000/developpementdurable.10487, "
Bilan foncier de territoire,,,,Guillaume Schmitt,2024,,
"Nouvelles trajectoires et nouveaux acteurs pour une reterritorialisation agricole », Dossier « Les nouveaux visages des campagnes",,,,Nicolas Rouget,2024,,
Des rapports de la ville au sol agricole : de la réserve foncière à la réappropriation de l'enjeu nourricier,,,,"Nicolas Rouget,Guillaume Schmitt",2024,,
"Agricultures urbaines au Sud et au Nord : conformer les agricultures, fabriquer la ville",,,,"Nicolas Rouget,Christine Aubry,Joëlle Salomon Cavin,Giulia Giacche",2024,,
La métropole lilloise et son agriculture : une gouvernance partagée des espaces périurbains: les exemples des parcs de la Deûle et du Val de Marque,,,,Nicolas Rouget,2024,,
"Durabilité et trajectoires agricoles : Définitions, lectures et représentations des agriculteurs-exploitants",,,,"Nicolas Rouget,Ornella Boutry,Anne Fournier",2024,,
Innovating partnerships between supermarkets and local farmers to feed citizens The case study of the O'Tera stores in the Lille urban area (Northern France),,,,"Nicolas Rouget,Jacques Heude,Frédéric Lescureux,Sylvie Letniowska-Swiat,Thomas Pfirsch,Guillaume Schmitt",2024,,
Risorse pubbliche ma non per tutti: gli adolescenti alle prese con tante possibilità e altrettante forme di esclusione,,,,Irene Sartoretti,2024,,
"Des spatialités aux capacités, comment l’expérience des élèves participe de la construction personnelle,From spatialities to capacities. How pupils’ spatial experience contributes to their personal construction","Pupils,Spatial practices,Spatiality,Urbanity,Construction of personality,Capacitation,Capacity to aspire,Pratiques spatiales,Élèves,Spatialité,Urbanité,Construction de la personnalité,Capacitation,Capacité à l’aspiration",,,"Irene Sartoretti,Jacques Lévy,Shin A. Koseki",2024,,
Les obligations convertibles en actions – analyse des OCA et OCEANE sur le marché français,,,,Christine Maati-Sauvez,2024,,
L'effet liquidation du marché de Paris,,,,Christine Maati-Sauvez,2024,,
Une étude clinique de société émettrice d’obligations convertibles : Les Laboratoires Boiron,,,,Christine Maati-Sauvez,2024,,
Robust Feedback Linearization Approach for Fuel-Optimal Oriented Control of Turbocharged Spark-Ignition Engines,"Turbocharged gasoline engine,Engine control,Robust control,Feedback linearization,Linear matrix inequality",,,"Tran Anh-Tu Nguyen,Thierry-Marie Guerra,Jimmy Lauber",2024,10.5772/intechopen.91666,"10.1007/978-3-662-08003-0, 10.2516/ogst:2007045, 10.1016/j.conengprac.2003.12.018, 10.1109/TCST.2007.894633, 10.1142/9789812792082_0046, 10.1109/TCST.2007.894638, 10.1109/TCST.2017.2665541, 10.1109/CDC.2011.6160792, 10.1177/0954407017726944, 10.1115/1.4031913, 10.1109/ACCESS.2019.2928856, 10.1016/j.ymssp.2018.02.012, 10.3182/20020721-6-ES-1901.01515, 10.1049/iet-cta.2014.0398, 10.1109/CDC.2012.6426753, 10.1016/j.enconman.2014.07.042, 10.1109/FUZZ-IEEE.2012.6251187, 10.1109/MCI.2018.2881644, 10.1007/978-3-662-02581-9, 10.1007/978-1-4757-3108-8, 10.1109/TAC.1987.1104710, 10.1109/9.14451, 10.1137/1.9781611970777, 10.1155/S1024123X00001435, 10.2516/ogst:2007042, 10.1016/0167-6911(94)00050-6, 10.1109/CCDC.2012.6244247, 10.1016/j.conengprac.2009.11.006, "
Passive sensor network resycnhronization applied for SHM,,,,"Omar Bouchakour,Lynda Chehami,Emmanuel Moulin",2024,,
Reverberation of flexural waves scattered by a local heterogeneity in a plate,"Piezoelectricity,Acoustics,Sound source perception,Flexural waves,Tectonophysics,Data acquisition,Interpolation,Chemical elements,Statistical mechanics models",,"Acoustics and Ultrasonics,Arts and Humanities (miscellaneous)","Hossep Achdjian,Emmanuel Moulin,Farouk Benmeddour,Jamal Assaad,Lucie Dupont,Lynda Chehami",2024,10.1121/1.4954747,"10.1063/1.1703737, 10.1046/j.1365-246x.2001.01405.x, 10.1063/1.2939267, 10.1063/1.3200962, 10.1016/S0022-460X(86)80113-4, 10.1121/1.388658, 10.1006/jsvi.1996.0473, 10.1121/1.426252, 10.1016/j.wavemoti.2010.10.006, 10.1121/1.381889, 10.1016/S0003-682X(03)00047-1, 10.3813/AAA.918763, 10.1016/j.phpro.2015.08.065, 10.1016/S0165-2125(97)00016-4, 10.1006/jsvi.1999.2164, 10.1016/S0165-2125(02)00051-3, 10.1016/j.jsv.2009.10.017, 10.1121/1.4750495, 10.1016/j.jsv.2011.11.006, "
One step forward passive baseline-free imaging using nonlinear secondary noise sources,,,,"Lynda Chehami,Marina Terzi,Emmanuel Moulin,E. Chatelet,Francesco Massi,Julien de Rosny",2024,,
Polar glass-ceramics: specified piezoelectric properties and use for high temperature SAW device,,,,"Oussama Zwein,Maurice Gonon,Marc Duquennoy",2024,,
Mechanical Characterizations of elastic layers made by sol-gel,,,,"Amira Guediche,Hervé Piombini,Christophe Boscher,Bernard Perrin,Laurent Belliard,Nikolay Smagin,Mohammadi Ouaftouh,Marc Duquennoy",2024,10.1364/OIC.2022.TEA.6,"10.1016/j.tsf.2013.08.080, 10.1016/j.ultras.2016.02.006, "
"Interplay between information theory and optimization: Applications to multi-user wireless communications,Interaction entre la théorie de l'information et l'optimisation : Applications aux communications sans fil multi-utilisateurs","Multi-user information theory,Optimization,Cooperative communications,Resource allocation,Théorie de l'information multi-utilisateurs,Optimisation,Communications coopératives,Allocation de ressources",,,Anne Savard,2024,,
Consolidation à basse température d’hydroxyapatite nanométrique,,,,"Muthusundar Kumar,Mohamed Aymen Ben Achour,Marie Lasgorceix,Paulo Quadros,Rosica Mincheva,Jean-Marie Raquez,Anne Leriche",2024,,
Identification of Cryptosporidium parvum IIa and IId zoonotic subtype families and Cryptosporidium bovis from calves in Algeria,"Cryptosporidium parvum,Calves,Algeria",,General Medicine,"Lynda Sahraoui,Mohamed Mammeri,Myriam Thomas,Aurélie Chevillot,Bruno Polack,Isabelle Vallée,Jérôme Follet,Hacina Ain-Baaziz,Karim Tarik Adjou",2024,10.19182/remvt.37159,"10.3390/genes12060894, 10.1016/j.vprsr.2017.02.005, 10.1051/parasite/2017014, 10.1016/j.pt.2005.06.013, 10.1016/j.smallrumres.2004.06.007, 10.3844/ajavsp.2017.96.103, 10.1016/j.vetpar.2006.10.001, 10.1016/j.pt.2018.07.009, 10.1111/j.1550-7408.2006.00169.x, 10.1128/aem.61.11.3849-3855.1995, 10.1016/S0167-7012(97)00979-2, 10.1016/j.exppara.2018.09.003, 10.1128/JCM.37.10.3153-3158.1999, 10.1016/j.vprsr.2018.02.005, 10.11113/jt.v79.10330, 10.1016/j.vprsr.2019.100280, 10.1186/s13567-017-0447-0, 10.1051/parasite/2018046, "
Influence de la diversité d'âge et des valeurs personnelles des administrateurs sur la performance financière et le risque des sociétés cotées en France,,,,"Jerome Maati,Christine Maati-Sauvez",2024,,
DMCSC: a fully distributed multi-coloring approach for scalable communication in synchronous broadcast networks,"Collision,Conflict,Graph coloring,LLN,Synchronous system,Wireless network",,"Hardware and Architecture,Information Systems,Theoretical Computer Science,Software","Youcef Imine,Hicham Lakhlef,Michel Raynal,François Taïani",2024,10.1007/s11227-022-04700-3,"10.3390/su14010071, 10.1007/s10586-021-03513-y, 10.1002/0471478210, 10.1109/TNET.2020.2989387, 10.1007/s10586-021-03513-y, 10.1007/978-3-031-02009-4, 10.1007/978-3-642-11476-2_19, 10.1145/3382734.3405706, 10.1007/978-3-540-27820-7_6, 10.1109/IWCMC.2013.6583786, 10.3390/fi2040469, 10.1109/TMC.2009.59, 10.1109/ACCESS.2017.2710304, 10.1109/UEMCON47517.2019.8993097, 10.1109/CIT/IUCC/DASC/PICOM.2015.16, 10.1109/TPDS.2018.2889688, 10.1109/AINA.2017.39, 10.1109/WCNC.2007.30, 10.1002/0471224561.ch4, 10.1109/TMC.2010.209, 10.1137/S0895480189171746, 10.1145/2611462.2611465, 10.1007/BF01195001, 10.1007/978-3-642-04016-0, 10.1016/j.jctb.2009.07.002, 10.1016/j.dam.2010.05.008, 10.1007/978-3-642-38123-2_1, "
Tunnel Visions: The Rise and Fall of the Superconducting Super Collider [Book Review],,,History and Philosophy of Science,Raffaele Pisano,2024,10.1111/1600-0498.12107,
The algebra between history and education [Book Review],,,"History and Philosophy of Science,General Social Sciences,History",Raffaele Pisano,2024,10.1007/s11016-016-0055-z,"10.4171/RLM/686, 10.1007/978-94-017-8011-7, 10.1484/J.ALMAGEST.5.109664, 10.1080/17498430.2016.1183182, 10.1484/J.ALMAGEST.1.103720, "
The English Galileo: Thomas Harriot's Work on Motion as an Example of Preclassical Mechanics [Book Review],,,History and Philosophy of Science,Raffaele Pisano,2024,10.1080/00033790.2011.614011,
Technologie ultralarge bande appliquée aux systèmes à ondes millimétriques pour la géolocalisation basée sur la TDoA,"Système de géolocalisation,Technologie ultra large bande,Onde millimétrique,Différence de temps d'arrivée TDoA",,,"Thomas Steve NKOLO BEKONO,Christophe Loyez,Kamel Haddadi,S. Baranowski,Michael Bocquet",2024,,
Optimal Model-Free Finite-Time Control Based on Terminal Sliding Mode for a Coaxial Rotor,"Coaxial rotor,Model-free control,Terminal sliding mode,Accelerated particle swarm optimization",,"Artificial Intelligence,Computer Science Applications,Aerospace Engineering,Information Systems,Control and Systems Engineering","Hossam Eddine Glida,Chouki Sentouh,Jagat Jyoti Rath",2024,10.3390/drones7120706,"10.1177/0278364912455954, 10.1016/j.compag.2019.03.025, 10.1109/LRA.2018.2806091, 10.1016/j.isatra.2017.01.020, 10.1016/S0967-0661(03)00100-X, 10.3934/jimo.2017032, 10.1109/MED.2013.6608719, 10.1007/s40435-018-0427-x, 10.1007/s10846-013-9891-x, 10.1007/s10846-012-9712-7, 10.1016/j.conengprac.2013.11.016, 10.1007/s11071-019-05002-9, 10.1016/j.apor.2020.102183, 10.1016/j.isatra.2018.06.003, 10.1109/TIE.2021.3075886, 10.1080/00207179.2013.810345, 10.1007/s10846-016-0351-2, 10.1109/TAES.2016.150303, 10.1177/1729881418800885, 10.1109/ICUAS.2018.8453293, 10.1007/s11071-020-05671-x, 10.1016/j.ast.2018.05.021, 10.1016/j.mechatronics.2020.102450, 10.1016/j.isatra.2018.04.014, 10.1016/j.isatra.2019.04.034, 10.1504/IJMA.2020.109058, 10.1016/j.swevo.2017.10.003, 10.1177/09544100211025379, 10.1016/j.dt.2020.12.003, 10.1177/0954410018823364, 10.1007/s10846-012-9665-x, 10.1016/j.isatra.2022.12.015, 10.1007/978-4-431-53856-1, 10.1016/j.automatica.2004.11.036, 10.1016/j.automatica.2005.07.001, 10.1109/81.641769, 10.1177/1729881418782097, 10.1016/j.chaos.2020.110378, 10.1016/B978-0-12-416743-8.00010-5, 10.1109/41.103479, 10.1007/s12065-019-00312-8, "
Les conséquences d’une erreur du tiers chargé de fixer le prix de vente,,,,Eva Fischer,2024,,
La consécration d'une conception réaliste de la norme,,,,Eva Fischer,2024,,
Human-computer interface evaluation in industrial complex systems : a review of usable techniques,,,,"Martial Grislin,Christophe Kolski,Jean-Claude Angué",2024,,
An HCI-enriched model for supporting human-machine systems design and evaluation,"Methodology,Human-machine interfaces,Evaluation,Design,Software engineering",,,"Christophe Kolski,Pierre Loslever",2024,,
Context-sensitive and Collaborative application for Distributed User Interfaces on tabletops,"Collaboration,Context,Distribution,Interactive tabletop,Model,RFID,Tangible object",,,"Amira Bouabid,Sophie Lepreux,Christophe Kolski,Clémentine Havrez",2024,10.1145/2677356.2677661,"10.1145/1718918.1718988, 10.1145/1095034.1095055, 10.1016/j.ipm.2004.04.016, 10.1111/j.1467-8659.2009.01444.x, 10.1109/VAST.2006.261415, 10.1002/1097-4571(2000)9999:9999%3C::AID-ASI1017%3E3.3.CO;2-N, 10.1080/10447318.2012.715533, 10.1080/10447318.2011.627299, 10.1145/1551788.1551806, "
Assessment of dental implant stability using resonance frequency analysis and quantitative ultrasound methods,,,"Dentistry (miscellaneous),Oral Surgery","Yoann Hériveaux,Romain Vayron,Manon Fraulob,Hugues Albini Lomami,Camille Lenormand,Guillaume Haïat",2024,10.2186/jpr.JPR_D_20_00052,"10.1146/annurev-bioeng-071813-104854, 10.1902/jop.2007.060280, 10.1111/j.1600-0501.2004.01082.x, 10.1016/j.ajodo.2006.09.057, 10.1111/j.1740-8261.2011.01809.x, 10.1902/jop.1988.59.5.287, 10.1034/j.1600-0501.1996.070308.x, 10.1902/jop.2005.76.7.1066, 10.1016/S0022-3913(09)60062-7, 10.1111/j.1600-0501.2009.01880.x, 10.1034/j.1600-0501.1997.080310.x, 10.1111/j.1708-8208.2003.tb00186.x, 10.1111/j.1600-0501.2006.01365.x, 10.1016/j.medengphy.2006.02.010, 10.1111/j.1600-0501.2007.01419.x, 10.1111/j.1600-0501.2008.01646.x, 10.1111/clr.13368, 10.1563/AAID-JOI-D-10-00022.1, 10.1097/ID.0000000000000155, 10.1016/j.medengphy.2019.02.008, 10.3390/s7071224, 10.1121/1.3586788, 10.1007/s10237-015-0651-7, 10.1121/1.4941452, 10.1121/1.5046524, 10.1121/1.5109668, 10.1016/j.ultrasmedbio.2011.12.014, 10.1016/j.ultrasmedbio.2010.10.008, 10.1016/j.jbiomech.2013.01.003, 10.1016/j.ultrasmedbio.2014.03.035, 10.1111/cid.12622, 10.1016/j.jbiomech.2014.07.011, 10.3390/s18051397, 10.1155/2017/8724951, 10.1186/s40729-016-0051-5, 10.1016/S0278-2391(97)90124-5, 10.22203/eCM.v013a01, 10.1563/1548-1336-35.4.185, 10.1002/jbm.b.30516, 10.1016/j.biomaterials.2009.09.043, 10.1034/j.1600-0501.2003.00937.x, 10.1111/j.1708-8208.2006.00022.x, 10.1007/s10266-016-0265-2, 10.1007/978-1-59745-239-7, 10.1002/jor.23758, 10.3390/ma12010085, 10.1111/clr.12945, 10.1034/j.1600-0501.2000.011004354.x, 10.1016/S8756-3282(99)00151-9, 10.3390/app9050860, 10.1016/j.jpor.2018.10.009, "
"Yvonne George (Uccle, 1895 – Gênes, 1930 – Valenciennes, 2016)",,,"General Earth and Planetary Sciences,General Environmental Science",Audrey Coudevylle,2024,10.3917/nord.072.0031,
"« Hum, pardon, vous dites ? » : quand l’Éros est sa muse",,,,Audrey Coudevylle,2024,,
Etude de cas pédagogique CCMP Référence : I0135 - Futuro-Conso : un concept de magasin 100% autonome made in France,,,,Jordan Vazquez Llana,2024,,
Écrire l’histoire antique à l’École française de Rome (1873-1940),,,,Sarah Rey,2024,,
La Tène était protestante’. Métamorphoses de la religion gauloise,,,,Sarah Rey,2024,,
La quête d’une altera Roma ? L’École française de Rome et l’Italie (antique et moderne),,,,Sarah Rey,2024,,
Archaeology without Identity ? Antiquity and French Archaeological Research around the Mediterranean (1850-1945),,,,Sarah Rey,2024,,
Atmospheric-Pressure Operation of All-Solid-State Batteries Enabled by Halide Solid Electrolyte,,,"Materials Chemistry,Energy Engineering and Power Technology,Fuel Technology,Renewable Energy, Sustainability and the Environment,Chemistry (miscellaneous)","Benjamin Hennequart,Maria Platonova,Ronan Chometon,Thomas Marchandier,Alessandro Benedetto,Elisa Quemin,Romain Dugas,Christophe Lethien,Jean-Marie Tarascon",2024,10.1021/acsenergylett.3c02513,"10.1021/acs.chemrev.0c00431, 10.1038/nenergy.2016.141, 10.1021/acs.chemmater.3c00676, 10.1021/acsnano.0c05636, 10.1038/s41560-020-0575-z, 10.1038/s41467-023-36401-7, 10.1016/j.joule.2023.02.001, 10.1021/cr500207g, 10.1126/science.abg7217, 10.1016/j.joule.2021.07.002, 10.1002/aenm.201903253, 10.1039/C8EE00907D, 10.1021/acsami.1c07952, 10.1002/aenm.201902881, 10.1021/acsaem.3c01383, 10.1016/j.ensm.2021.06.005, 10.1016/j.joule.2022.02.008, 10.1016/j.cej.2022.138047, 10.1016/j.ensm.2022.04.017, 10.1021/acsenergylett.0c01690, 10.1021/acs.jpcc.2c07910, 10.1002/anie.201901938, 10.1021/acsenergylett.2c01668, 10.1002/aenm.202203673, 10.1038/s41560-020-0565-1, 10.1016/j.jpowsour.2021.230672, 10.1126/science.abg5998, 10.1021/acsaem.3c01681, 10.1080/14786430903022697, 10.1038/s41586-023-05899-8, 10.1002/aenm.202101915, 10.1021/acsami.3c03513, 10.1002/ange.202217581, 10.1038/s41467-023-39522-1, 10.1038/s41467-023-39197-8, 10.1039/D2MA00512C, 10.1016/0378-7753(94)02012-4, 10.1021/acs.chemmater.0c04352, "
Use of Project-Based Learning and Living Personas to Train Future Designers of Interactive Applications,"Project-based learning,Living persona,Persona,Software Engineering,Human-Computer Interaction,Practical work,Active pedagogy,IT",,,"Christophe Kolski,Walid Merrad,Claudine Piau-Toffolon,Bruno Warin",2024,10.1007/978-3-030-92604-5_8,"10.1201/b10950-5, 10.1007/978-94-6209-143-6_2, 10.1007/978-3-322-99786-9_1, 10.1145/947121.947130, 10.1002/j.2334-5837.1991.tb01484.x, 10.1080/0144929X.2011.563799, 10.1109/EDUCON.2018.8363364, 10.1007/978-3-319-91743-6_10, 10.1017/CBO9780511816833.020, 10.1007/978-1-4471-7427-1, 10.1145/997078.997089, 10.1145/2275597.2275598, 10.1016/j.compedu.2011.02.013, 10.1109/EDUCON.2018.8363208, 10.1109/TE.2015.2462809, "
Design and evaluation of distributed user interfaces between tangible tabletops,"Tangiget,Distributed UI,Interactive tabletop,Remote collaboration,RFID,Tangible object",,"Computer Networks and Communications,Human-Computer Interaction,Information Systems,Software","Amira Bouabid,Sophie Lepreux,Christophe Kolski",2024,10.1007/s10209-017-0602-4,"10.1016/S0885-2014(99)80017-3, 10.1111/j.2044-835X.1993.tb00586.x, 10.1145/1836821.1836837, 10.1002/9780470058411, 10.1007/978-3-319-46963-8_15, 10.1145/2494603.2480312, 10.1145/289444.289491, 10.1086/460015, 10.1007/978-3-642-19668-3_17, 10.1145/223904.223964, 10.1016/j.trf.2004.08.002, 10.1007/978-1-4471-2271-5, 10.1007/11555261_19, 10.1145/2468356.2479605, 10.1016/j.ijhcs.2008.09.013, 10.1016/j.ifacol.2016.10.594, 10.1080/17439880701511123, 10.1007/3-540-48157-5_22, 10.1145/1124772.1124838, 10.1145/1226969.1226998, 10.1007/978-1-4471-5499-0_10, 10.1111/j.1365-2729.2007.00244.x, 10.1016/j.simpat.2012.10.012, 10.1007/s00779-011-0442-9, 10.1007/978-1-4471-5499-0_3, 10.1007/978-3-642-02580-8_49, 10.1007/s00779-015-0891-7, 10.1007/978-1-4471-2271-5_15, 10.1080/10447318.2012.715533, 10.1016/j.cag.2006.07.004, 10.1145/2933242.2933259, 10.1145/1958824.1958893, 10.1145/1996461.1996544, 10.1007/s10209-011-0238-8, 10.1145/2556288.2556980, 10.1145/1056808.1057073, 10.1145/2677356.2677664, 10.1145/2396636.2396710, 10.1145/2669485.2669500, 10.1109/TABLETOP.2007.15, 10.1016/j.jss.2003.09.017, 10.1007/s00779-004-0298-3, 10.1145/2851581.2892304, 10.1007/s00779-011-0407-z, 10.1145/2212776.2212704, 10.1111/j.2044-8279.1992.tb01011.x, 10.1007/978-3-540-85379-4_15, 10.1145/1028014.1028023, 10.1145/1518701.1518779, 10.1145/2858036.2858491, 10.1145/2639189.2639237, 10.1145/1958824.1958839, "
