title,keyword,abstract,field,authors,date,doi,references
Leader-following consensus of second-order multi-agent systems with switching topology and partial aperiodic sampled data,,,,"Syed A Ajwad,Emmanuel Moulay,Michael Defoort,Tomas Menard,P. Coirault",2021,10.23919/ACC50511.2021.9483273,"10.1016/j.neucom.2014.12.037, 10.1016/j.automatica.2011.02.027, 10.1016/j.automatica.2015.10.020, 10.1109/TCSII.2016.2646801, 10.1109/TSMC.2017.2703137, 10.1109/TAC.2013.2283754, 10.1016/j.automatica.2018.10.045, 10.1016/j.jfranklin.2019.09.025, 10.1002/rnc.3910, 10.1016/j.neucom.2018.09.068, 10.1049/iet-cta.2013.1104, 10.1016/j.laa.2009.03.019, 10.1007/s11071-014-1483-1, 10.1109/TAC.2008.920232, 10.1016/j.automatica.2010.08.003, 10.1016/j.automatica.2010.03.006, 10.1109/CCDC.2014.6852488, 10.1109/TCYB.2018.2794759, 10.1016/j.automatica.2007.12.010, 10.1002/rnc.1495, 10.1109/CDC40024.2019.9029375, 10.1109/TCSI.2012.2190573, 10.1109/CDC.1999.831330, 10.1016/j.automatica.2015.05.006, 10.1109/9.256352, 10.3182/20080706-5-KR-1001.02628, 10.1016/j.neucom.2017.10.008, 10.1109/TII.2012.2219061, "
Discrete-time Takagi-Sugeno descriptor models: observer design,,,,"Víctor Estrada Manzo,Zsofia Lendek,Thierry-Marie Guerra",2021,,
A Nervousness Regulator Framework for Dynamic Hybrid Control Architectures,"Nervousness,Dynamics,Hybrid control architecture,Switching,Multi-agent system",,,"José-Fernando Jimenez Gordillo,Abdelghani Bekrar,Damien Trentesaux,Paulo Leitão",2021,10.1007/978-3-319-30337-6_19,"10.1007/978-3-642-28762-6_2, 10.1287/mnsc.32.4.413, 10.1007/11734697_18, 10.1016/j.ifacol.2015.06.229, 10.1016/j.compind.2005.05.005, 10.1016/j.engappai.2008.09.005, 10.1080/00207549008942691, 10.1007/978-3-642-35852-4_1, 10.1007/978-0-387-36594-7_34, 10.1016/j.conengprac.2012.07.005, 10.1016/j.conengprac.2013.05.004, 10.1007/11734697_18, 10.1504/IJAOSE.2008.016800, "
Réseau bayésien pour la gestion de l’obsolescence dans une base d’informations en vue de l’évaluation du risque de chute des personnes âgées,,,,"Salma Chaieb,Véronique Delcroix,Ali Ben Mrad,Emmanuelle Grislin-Le Strugeon",2021,,
Système de gestion de l'obsolescence dans une base d'informations personnelles,,,,"Salma Chaieb,Véronique Delcroix,Ali Ben Mrad,Emmanuelle Grislin-Le Strugeon",2021,,
Smooth Visual-Coverage Path Planning for Escort Missions using UAVs,"Escort missions,Path planning,Optimization,Surface coverage,Image resolution",,,"Kaouther Moussa,Hilton Tnunay,Ahmad Hably,Nicolas Marchand",2021,10.1109/IECON48115.2021.9589197,"10.1007/s00170-016-9756-0, 10.1109/ICRA.2017.7989035, 10.1109/ACCESS.2018.2850348, 10.1109/JIOT.2020.3026355, 10.1109/ICUAS.2019.8797882, 10.1109/ICRA.2011.5980409, 10.1109/TRO.2015.2479878, 10.1016/j.robot.2011.06.002, 10.1016/j.eswa.2020.113535, 10.1016/j.robot.2013.09.004, 10.1109/ICRA40945.2020.9196650, 10.1016/j.rcim.2018.11.009, 10.1016/j.conengprac.2018.03.002, 10.1109/M-RA.2007.914932, 10.1007/978-3-319-70833-1_69, 10.1515/9781400831470, "
Integrating domain and constraint privacy reasoning in the distributed stochastic algorithm with breakouts,"Multi-agent system,Privacy,Distributed constraint problems,Local search",,"Applied Mathematics,Artificial Intelligence","Julien Vion,René Mandiau,Sylvain Piechowiak,Marius Silaghi",2021,10.1007/s10472-021-09735-5,"10.1145/76894.76895, 10.1007/s10601-008-9048-x, 10.1007/978-3-642-00487-2_56, 10.1109/WIIAT.2008.426, 10.1109/WIIAT.2008.177, 10.1016/j.artint.2004.10.005, 10.1023/B:JMMA.0000026709.24659.da, 10.1145/1329125.1329333, 10.1613/jair.3945, 10.1613/jair.5322, 10.1016/j.artint.2018.08.002, 10.1613/jair.3197, 10.1007/BFb0017442, 10.1016/j.artint.2004.08.004, 10.1613/jair.3983, 10.1007/978-3-319-18008-3_19, 10.1016/0004-3702(92)90007-K, 10.1007/s10472-019-09628-8, 10.1142/S0218488502001648, 10.1613/jair.5504, 10.1145/242587.242589, 10.1109/69.729707, 10.1016/j.artint.2004.10.004, 10.1016/j.artint.2014.03.002, "
Multi-agent research in Transportation Domain,,,,"René Mandiau,Sylvain Piechowiak",2021,,
Autonomous Agents in Dynamic Environment: A Necessary Volatility of the Knowledge,"Mobile Robot,Dynamic Environment,Mobile Agent,Autonomous Agent,Speed Limit",,,"Emmanuel Adam,Emmanuelle Grislin-Le Strugeon,René Mandiau",2021,10.1007/978-3-319-07476-4_13,"10.1007/s10489-007-0045-3, 10.1007/3-540-46043-8_38, 10.1109/WSC.2008.4736060, 10.1007/s10458-004-6975-9, 10.1016/0004-3702(91)90053-M, "
Numéro Spécial Systèmes de transport intelligents,,,,"Flavien Balbo,René Mandiau",2021,,
The State of Fortran 2021,,,,"Bálint Aradi,Ondřej Čertík,Milan Curcic,Sebastian Ehlert,Philipp Engel,Rohit Goswami,Michael Hirsch,Asdrubal Lozada-Blanco,Vincent Magnin,Arjen Markus,Emanuele Pagone,Ivan Pribec,Brad Richardson,Harris Snyder,Carlos Une,John Urban,Jérémie Vandenplas",2021,,
Servitization in Train Transportation: Servitization in Train Transportation,"European manufacturing industry,Product service-system,Railway industry,Service innovation,Servitization,Supply chain",,,"Diaz A. Diaz,Damien Trentesaux",2021,10.1007/978-3-030-03003-2_21,"10.1002/bse.414, 10.1142/9781848161306_0012, 10.1016/j.indmarman.2006.04.009, 10.1080/00207543.2016.1252864, 10.1007/978-3-642-19689-8_51, 10.1016/j.jclepro.2014.06.039, 10.1007/978-3-319-12111-6_19, 10.1108/EUM0000000006093, "
E-learning and machine learning – A Look at the future of education technologies,,,,"Yosra Mourali,Ramzi Farhat,Mohamed Jemni,Houcine Ezzedine",2021,,
FPGA-Centric High Performance Embedded Computing: Challenges and Trends,"Field programmable gate arrays,Hardware,Parallel processing,Registers,Parallel architectures,Embedded systems",,,"Rabie Ben Atitallah,Karim Mohamed Abedallah Ali",2021,10.1109/DSD.2017.88,"10.1109/REAL.1998.739725, 10.1007/s10617-012-9096-8, 10.1109/TCAD.2011.2110592, 10.1109/TCAD.2015.2513673, 10.1007/978-3-319-56258-2_15, 10.1007/978-1-4020-9137-7_26, 10.1109/ReConFig.2012.6416741, 10.1109/ReCoSoC.2015.7238104, 10.1145/2554688.2554744, 10.1109/ReCoSoC.2014.6861354, 10.1145/957717.957767, "
"Quelques problèmes de contrôle optimal d'équations aux dérivées partielles et applications au procédé de fusion sélective par laser (SLM),Some optimal control problems of partial differential equations and applications to the selective laser melting process (SLM)","Heat Equation,Maxwell’s equations,Heat-Maxwell coupled system,Laserpath optimization,Optimal control,Non convex constraints,First-Order necessary optimality condition,Equation de la chaleur,Equations de Maxwell,Commande optimale",,,Tonia-Maria Alam,2021,,
Embedded ICG-based Stroke Volume Measurement System: Comparison of Discrete-Time and Continuous-Time Architectures,"ICG,Stroke Volume,Wearable,Biosignal monitoring",,,"Antoine Gautier,Benoit Larras,Olev Märtens,Deepu John,Antoine Frappé",2021,10.1109/SOCC52499.2021.9739386,"10.4103/2228-7477.175871, 10.1109/TBME.2013.2272699, 10.1109/TBCAS.2020.3009027, 10.1109/ISSCC19947.2020.9062952, 10.11613/BM.2015.015, 10.1007/s40140-017-0239-0, 10.1016/j.ejim.2007.07.007, 10.1007/BF02344724, 10.1016/j.aucc.2007.12.061, 10.1109/COMPSACW.2014.111, 10.1109/JBHI.2017.2783949, 10.1109/51.32403, 10.1093/oxfordjournals.eurheartj.a015464, 10.3850/9783981537079_0702, "
Observations incertaines et observations probabilistes dans un réseau bayésien,,,,"Véronique Delcroix,Ali Ben Mrad",2021,,
Obsolete Information Detection Using a Bayesian Networks Approach,,,,"Salma Chaieb,Ali Ben Mrad,Brahim Hnich,Véronique Delcroix",2021,10.1007/978-3-030-71187-0_101,"10.1613/jair.1.11838, 10.1109/TAES.1986.310772, 10.1613/jair.1.11852, 10.1016/B978-0-444-88738-2.50018-X, 10.1609/aaai.v27i1.8463, 10.1016/j.neucom.2016.12.076, 10.3166/dn.13.3.41-68, 10.1016/B978-0-08-051489-5.50008-4, "
Observations probabilistes dans un réseau Bayésien : diagnostic du cancer de la prostate,,,,"Ali Ben Mrad,Véronique Delcroix,Mohamed-Amine Maalej,Sylvain Piechowiak",2021,,
Temporal Data Simulation based on a real data set for fall prevention,,,,"Gulshan Sihag,Véronique Delcroix,Emmanuelle Grislin-Le Strugeon,Xavier Siebert,Sylvain Piechowiak",2021,,
Terahertz wireless communications using photonic and electronic devices,,,,"Guillaume Ducournau,P. Szriftgiser,F. Pavanello,P. Latzel,Mohammed Zaknoune,Emilien Peytavit,D. Bacquet,Jean-Francois Lampin",2021,10.1109/ICTON.2016.7550375,
Spoilage of Salmon fillets as observed by THz waves,"Spectroscopy,Monitoring,Measurement uncertainty,Time measurement,Bars,Plastics,Frequency conversion",,,"Francis Hindle,Lotta Kuuliala,Meriem Mouelhi,Arnaud Cuisset,Cédric Bray,Mathias Vanwolleghem,Frank Devlieghere,Gael Mouret,Robin Bocquet",2021,10.1109/IRMMW-THz.2019.8874508,"10.1039/C8AN01180J, 10.1063/1.2042687, 10.1364/OL.31.002356, "
Two-dimensional phononic crystals: Examples and applications,,,"Materials Chemistry,Metals and Alloys,Surfaces, Coatings and Films,Surfaces and Interfaces,Condensed Matter Physics,Electronic, Optical and Magnetic Materials,General Chemistry","Yan Pennec,Jerome O. Vasseur,Bahram Djafari-Rouhani,L. Dobrzynski,Pierre Deymier",2021,10.1016/j.surfrep.2010.08.002,
Elastic wave propagation along waveguides in three-dimensional phononic crystals,,,"Condensed Matter Physics,Electronic, Optical and Magnetic Materials","Jerome O. Vasseur,H. Chandra,P. Deymier,J. Vasseur",2021,10.1103/PhysRevB.70.054302,"10.1103/PhysRevLett.71.2022, 10.1088/0953-8984/6/42/008, 10.1016/0038-1098(93)90888-T, 10.1063/1.119130, 10.1103/PhysRevLett.86.3012, 10.1103/PhysRevB.60.11871, 10.1103/PhysRevLett.80.1208, 10.1121/1.423344, 10.1103/PhysRevLett.80.5325, 10.1103/PhysRevE.60.R6316, 10.1103/PhysRevLett.82.3054, 10.1103/PhysRevLett.86.4282, 10.1103/PhysRevLett.85.4044, 10.1016/S0921-4526(00)00799-7, 10.1103/PhysRevB.68.024302, 10.1103/PhysRevB.66.052302, 10.1063/1.372308, 10.1103/PhysRevLett.88.104301, 10.1103/PhysRevB.66.212301, 10.1103/PhysRevB.62.278, 10.1126/science.289.5485.1734, 10.1103/PhysRevB.65.165116, 10.1103/PhysRevB.62.2446, 10.1103/PhysRevB.62.5536, 10.1063/1.1557776, 10.1103/PhysRevE.63.066605, 10.1103/PhysRevB.58.7958, 10.1103/PhysRevB.65.174308, 10.1103/PhysRevB.62.7387, 10.1109/TEMC.1981.303970, 10.1016/0038-1098(95)00444-0, "
Broadband super-resolution Terahertz Time domain spectroscopy applied to Gas analysis,"Time domain spectroscopy,Terahertz gas spectroscopy,Super resolution spectroscopy",,"Electrical and Electronic Engineering,Radiation","Sophie Eliet,Arnaud Cuisset,Francis Hindle,Jean-Francois Lampin,Romain Peretti",2021,10.1109/TTHZ.2021.3120029,"10.1063/1.92407, 10.1364/josab.2.000606, 10.1063/1.98395, 10.1364/JOSAB.7.002006, 10.1063/5.0014977, 10.1063/5.0006993, 10.1063/1.5135644, 10.1364/OE.400852, 10.1364/OL.14.001128, 10.1364/OL.31.002356, 10.3390/app11031229, 10.1364/OL.30.001405, 10.1364/OPTICA.2.000460, 10.1063/1.475324, 10.1016/S0079-6565(00)00032-7, 10.1038/lsa.2017.75, 10.1016/b978-0-12-374370-1.x0001-8, 10.1063/1.468999, 10.1364/AO.22.003593, 10.1364/FIO.2012.FM3F.5, 10.1118/1.596427, 10.1109/TTHZ.2018.2889227, 10.1088/0256-307X/20/8/324, 10.1016/j.compstruc.2011.03.011, 10.1007/0-387-24149-3_15, 10.1016/j.jqsrt.2017.06.038, 10.1016/0022-2852(83)90131-5, 10.1063/1.5095714, 10.1063/1.2714048, "
"Integrated SOI photoacoustic gas sensor at THz frequencies for food quality control application,Capteur à gaz intégrée sur SOI pour la détéction photoacoustique aux fréquences THz, appliqué au contrôle de qualité alimentaire","Photoacoustic,Terahertz,Waveguide,Gas sensing,Silicon photonics,Photonic crystals,Photoacoustique",,,Elias Akiki,2021,,
Van Hove singularities and trap states in two-dimensional CdSe nanoplatelets,"CdSe,Nanoplatelets,Nanocrystals,Quantum confinement,Dimensionality",,"Mechanical Engineering,Condensed Matter Physics,General Materials Science,General Chemistry,Bioengineering","Nemanja Peric,Yannick Lambert,Shalini Singh,Ali Hossain Khan,Nathali Alexandra Franchina Vergel,D. Deresmes,Maxime Berthe,Zeger Hens,Iwan Moreels,Christophe Delerue,B. Grandidier,Louis Biadala",2021,10.1021/acs.nanolett.0c04509,"10.1103/PhysRevB.91.121302, 10.1126/science.1171769, 10.1103/PhysRevB.102.195405, 10.1038/22979, 10.1103/PhysRevB.77.155313, 10.1126/science.1080313, 10.1103/PhysRevMaterials.3.094604, 10.1021/acsnano.0c01950, 10.1038/nnano.2017.177, 10.1021/acsnano.9b02008, 10.1021/jacs.8b07566, 10.1021/acs.nanolett.8b02361, 10.1038/nmat3145, 10.1039/C7NR07206F, 10.1021/acsnano.5b02509, 10.1103/PhysRevLett.95.086801, 10.1146/annurev.physchem.54.011002.103838, 10.1103/PhysRevB.65.165334, 10.1103/PhysRevLett.101.256802, 10.1021/ja110046d, 10.1039/C6CC05705E, 10.1103/PhysRevLett.95.086801, 10.1103/PhysRevB.84.195133, 10.1021/nn3014855, 10.1103/PhysRevLett.103.037404, 10.1038/nnano.2012.127, 10.1021/nl402803h, 10.1007/s100530050307, 10.1021/acs.chemmater.6b04648, 10.1103/PhysRevB.81.115439, 10.1021/acsnano.8b08413, 10.1103/PhysRevLett.102.196401, 10.1103/PhysRevB.84.075478, "
"Facile synthesis of fluorine-free, hydrophobic, and highly transparent coatings for self-cleaning applications","Non-fluorinated coatings,Transparent surfaces,Hydrophobicity,Self-cleaning",,"Colloid and Surface Chemistry,Surfaces, Coatings and Films,Surfaces and Interfaces,General Chemistry","Abderrahmane Hamdi,Julie Chalon,Pascal Laurent,Benoit Dodin,El Hadj Dogheche,Philippe Champagne",2021,10.1007/s11998-020-00444-y,"10.1016/S0040-6090(01)00901-4, 10.1016/j.matchemphys.2019.02.029, 10.1016/S0040-6090(03)00986-6, 10.1007/s10934-016-0305-x, 10.1016/j.ceramint.2016.02.105, 10.3390/coatings7010012, 10.1007/s10965-015-0844-x, 10.1021/la901426r, 10.1021/nl049463j, 10.1021/jp8114622, 10.1021/la0518795, 10.1016/j.apsusc.2005.12.020, 10.1016/j.colsurfa.2017.12.017, 10.1021/la404005b, 10.1021/es035031j, 10.1021/acsomega.9b02583, 10.1016/j.apsusc.2009.03.037, 10.1016/j.jclepro.2020.120693, 10.1007/s11998-012-9468-9, 10.1002/admi.201800356, 10.1021/acs.langmuir.8b01762, 10.1021/am200666m, 10.1016/j.apsusc.2012.02.032, 10.1201/9781315273808, 10.1016/j.jascer.2013.04.002, 10.1007/BF00486366, 10.1039/C7RA12817G, 10.1023/A:1008773404931, 10.1016/j.vacuum.2009.07.002, 10.1016/j.jnoncrysol.2004.06.034, 10.1016/j.surfcoat.2017.02.063, 10.1016/j.apsusc.2008.04.109, 10.1016/j.micromeso.2007.03.026, 10.1016/j.saa.2011.10.063, 10.1016/j.jcis.2009.01.012, 10.1016/j.colsurfa.2016.08.055, 10.1016/j.mssp.2018.11.022, 10.1016/j.matlet.2015.12.146, 10.1016/j.rinp.2020.103315, 10.1002/admi.201500201, 10.1016/j.solmat.2019.109962, 10.1016/j.porgcoat.2014.04.020, "
High Q THz photonic crystal cavity on a low loss suspended Silicon platform,"THz waveguide,THz photonic crystal cavity,High resistivity Silicon,Quality factor,Propagation losses",,"Electrical and Electronic Engineering,Radiation","Elias Akiki,Marc Faucher,Mathias Vanwolleghem,Mattias Verstuyft,Bart Kuyken,Benjamin Walter,Jean-Francois Lampin,Guillaume Ducournau",2021,10.1109/TTHZ.2020.3019928,"10.1364/OE.18.015859, 10.1049/ip-j.1991.0060, 10.1093/ietele/e90-c.5.1037, 10.1063/1.4927242, 10.1007/s10762-017-0391-0, 10.1109/22.508635, 10.1364/OE.397272, 10.1109/IRMMW-THz.2019.8873764, 10.1109/TTHZ.2017.2708505, 10.1364/OE.19.018529, 10.1364/OE.23.031977, 10.1364/JOSAB.21.001379, 10.1364/JOSAB.7.002006, 10.1007/978-1-4020-6503-3_8, 10.1364/OE.23.031977, 10.1063/1.3107263, 10.1038/nature02063, 10.1109/JLT.2014.2308061, 10.1364/AO.57.006958, 10.1063/1.3118579, 10.1039/C8AN01180J, 10.1364/OME.8.000050, 10.1021/ac200907z, 10.1109/LMWC.2012.2228179, 10.1016/j.sna.2014.06.022, 10.1109/TMTT.2012.2184296, 10.1109/TTHZ.2015.2399693, 10.1109/HFPSC.2003.1242314, 10.1529/biophysj.107.113647, 10.1109/TTHZ.2015.2397279, 10.1109/TMTT.2004.835916, 10.1002/lpor.200810018, 10.1364/OE.24.016267, 10.1063/1.3429125, 10.1515/9781400828241, 10.1109/TTHZ.2016.2634547, 10.1364/OE.18.015859, 10.1063/1.2924327, 10.1364/OL.33.000348, "
Tunable frequency band structure in photo-responsive elastic metamaterials,,,,"A.S. S Gliozzi,M. Miniaci,A. Chiappone,A. Bergamini,F. Bosia,E. Descrovil,E Descrovi",2021,10.1109/Metamaterials49557.2020.9285030,"10.3389/fmats.2019.00074, 10.1002/adma.201305280, 10.1088/1367-2630/13/11/113010, 10.1038/natrevmats.2016.1, 10.1038/s41467-020-16272-y, 10.1103/PhysRevLett.118.214301, "
Topological states in twisted pillared phononic plates,,,"Mechanical Engineering,Mechanics of Materials,Engineering (miscellaneous),Chemical Engineering (miscellaneous),Bioengineering","Yabin Jin,Wan Wang,Zhihui Wen,Daniel Torrent,Bahram Djafari-Rouhani",2021,10.1016/j.eml.2020.100777,"10.1103/RevModPhys.82.3045, 10.1038/nmat3520, 10.1038/nphys3867, 10.1038/nphys3999, 10.1038/s42005-018-0094-4, 10.1103/PhysRevLett.115.104302, 10.1038/ncomms9682, 10.1038/s42254-019-0030-x, 10.1038/ncomms9260, 10.1103/PhysRevLett.122.014302, 10.1038/srep04613, 10.1103/PhysRevB.96.184305, 10.1088/1367-2630/aa66f8, 10.1103/PhysRevB.96.094106, 10.1103/PhysRevB.97.054307, 10.1088/1367-2630/aa56a2, 10.1103/PhysRevB.96.134307, 10.1016/j.eml.2019.03.002, 10.1016/j.jmps.2018.08.021, 10.1103/PhysRevB.99.134102, 10.1103/PhysRevLett.122.014301, 10.1103/PhysRevB.98.054307, 10.1515/nanoph-2019-0137, 10.1121/1.5115017, 10.1103/PhysRevB.93.054109, 10.1103/PhysRevB.78.104105, 10.1103/PhysRevLett.112.234301, 10.1103/PhysRevB.96.104311, 10.1103/PhysRevB.87.115143, 10.1515/nanoph-2019-0501, 10.1038/s41467-019-12492-z, 10.1016/j.pmatsci.2015.03.002, "
Model selection for support-vector machines through metaheuristic optimization algorithms,"Classification,Machine learning,Metaheuristic optimization algorithms,Model selection,Support-vector machines",,,"Oumeima Ghnimi,Sofiane Kharbech,Akram Belazi,Ammar Bouallegue",2021,10.1117/12.2587439,
Optimization and pre-clinical perception of an artificial simulator for endodontic training : a preliminary study,"Ceramic,Dental education,Endodontics,Root canal simulator",,General Medicine,"Lieven Robberecht,Jean-Christophe Hornez,Marion Dehurtevent,Thomas Dufour,Julien Labreuche,Etienne Deveaux,Feng Chai",2021,10.1002/j.0022-0337.2017.81.3.tb06278.x,"10.1111/j.1365-2591.2006.01180.x, 10.1111/iej.12186, 10.1016/S0099-2399(79)80176-4, 10.1590/S1678-77572008000100009, 10.1111/j.1365-2591.1991.tb00809.x, 10.1111/iej.12137, 10.1002/j.0022-0337.2015.79.1.tb05857.x, 10.1177/154411130301400103, 10.1111/iej.12162, 10.1111/iej.12385, 10.1111/j.1365-2591.2010.01784.x, 10.1016/j.dental.2013.01.002, 10.1016/j.dental.2015.12.001, 10.1111/j.1365-2591.2008.01438.x, 10.1021/am507333q, "
Introducing postural variability improves the distribution of muscular loads during mid-air gestural interaction,,,,"Fabrizio Nunnari,Myroslav Bachynskyi,Alexis Heloir",2021,10.1145/2994258.2994278,"10.1145/2556288.2557027, 10.1145/2702123.2702607, 10.1109/TBME.2007.901024, 10.1136/bjsports-2012-091241, 10.1145/2556288.2557130, 10.1007/s10439-005-3320-7, 10.1115/1.3662552, 10.5103/KJSB.2012.22.2.253, 10.1016/j.clinbiomech.2008.12.009, 10.1109/TVCG.2014.2346311, 10.1016/j.piutam.2011.04.019, 10.1145/2702123.2702136, 10.1080/00140130701711000, 10.2307/3001968, 10.1145/274644.274689, "
Toward an intuitive sign language animation authoring system for the deaf,"Signing avatars,Animation,Authoring,Natural user interface,Interaction",,"Computer Networks and Communications,Human-Computer Interaction,Information Systems,Software","Alexis Heloir,Fabrizio Nunnari",2021,10.1007/s10209-015-0409-0,"10.1007/11590323_39, 10.1145/1088463.1088501, 10.1145/1753326.1753642, 10.1109/ACHI.2009.29, 10.1007/s10209-007-0102-z, 10.1007/978-3-642-34182-3_18, 10.1145/1240624.1240726, 10.1145/2030365.2030371, 10.1109/ACII.2009.5349524, 10.1007/978-3-540-70540-6_96, 10.1007/978-3-642-23974-8_13, 10.1145/1936652.1936682, 10.1145/37402.37407, 10.1109/CA.1999.781196, 10.1007/978-3-642-15892-6_22, 10.1145/2039339.2039343, 10.1145/1185657.1185842, 10.1007/s12193-012-0113-9, 10.1016/0020-7373(91)90037-8, 10.1093/deafed/eni001, 10.1145/1015706.1015740, 10.1145/1964921.1964972, "
"Write-Once, Transpile-Everywhere: Re-using Motion Controllers of Virtual Humans Across Multiple Game Engines","Virtual humans,Motion controller,Software architecture,Transpilation,Haxe",,,"Fabrizio Nunnari,Alexis Heloir",2021,10.1007/978-3-319-95270-3_37,"10.1145/2991041.2991051, 10.1109/PyHPC.2016.006, 10.1007/978-1-4302-0994-2_9, 10.1371/journal.pone.0121035, 10.1145/2945404.2945405, 10.2147/OPTH.S39104, 10.1145/2811681.2811686, 10.1023/A:1025708916924, "
Generation of Virtual Characters from Personality Traits,,,,"Fabrizio Nunnari,Alexis Heloir",2021,10.1007/978-3-319-67401-8_39,"10.1177/0146167208323932, 10.1007/978-3-642-02713-0_32, 10.1177/1948550611430272, 10.1145/2983620, 10.18637/jss.v048.i10, 10.1207/s15516709cog2802_4, 10.1109/TAFFC.2014.2352268, 10.1111/j.1467-6494.1992.tb00970.x, 10.1073/pnas.0805664105, 10.1145/2897824.2925981, 10.1177/147470491401200101, 10.1073/pnas.1409860111, 10.1111/j.1467-9280.2006.01750.x, 10.1002/ajhb.21219, "
Bragg band gaps tunability in an homogeneous piezoelectric rod with periodic electrical boundary conditions,"Band gap,Electrodes,Capacitance,Boundary value problems,Piezoelectric fields",,General Physics and Astronomy,"Sébastien Degraeve,Christian Granger,Bertrand Dubus,Jerome O. Vasseur,Mai Pham Thi,Anne-Christine Hladky",2021,10.1063/1.4876757,"10.1016/j.surfrep.2010.08.002, 10.1007/978-3-642-31232-8, 10.1109/TUFFC.2005.1417258, 10.1063/1.3136752, 10.1016/j.physb.2007.06.030, 10.1103/PhysRevB.77.052105, 10.1063/1.3236537, 10.1063/1.3687928, 10.1016/j.ssc.2004.03.052, 10.1007/s10409-008-0191-9, 10.1016/j.jsv.2011.08.011, 10.7567/JJAP.51.07GA04, 10.1088/1674-1056/20/1/014301, 10.1088/0964-1726/20/1/015026, 10.1177/1045389X12448445, 10.1063/1.4752468, 10.1002/adma.201305280, 10.1121/1.3082002, 10.1063/1.3341197, 10.1115/1.4004592, 10.1016/S0022-460X(70)80062-1, 10.1121/1.380450, 10.1088/0964-1726/10/5/314, 10.1115/1.1399052, "
Hybrid virtual polarimetric massive MIMO measurements at 1.35 GHz,"MIMO systems,Rician channels,MIMO communication,Wireless channels,Antenna arrays,Indoor radio,Yet realistic array,Uniform rectangular array,Different polarisation schemes,Receiver orientation,Propagation channel‐based metrics,Receiver spatial correlation,System‐oriented metrics,Sum‐rate capacity,Signal,Cross‐polarisation,Massive MIMO systems,Hybrid virtual polarimetric massive MIMO measurements,Polarimetric massive multiple‐input,Line‐of‐sight scenario,GHz,Real‐time radio channel sounder,8 × 12 massive MIMO transmitter,Hybrid architecture,Vertical uniform linear array,Different horizontal positions,Virtual array,Frequency 135 GHz,Multiple‐output radio channel",,Electrical and Electronic Engineering,"Frédéric Challita,Pierre Laly,M. Lienard,Emmeric Tanghe,Wout Joseph,Davy Gaillot",2021,10.1049/iet-map.2018.6120,"10.4108/icst.5gu.2014.258061, 10.1109/ACCESS.2015.2461602, 10.1109/MCOM.2014.6815890, 10.1109/TWC.2010.092810.091092, 10.1109/MSP.2011.2178495, 10.1109/JSTSP.2014.2317671, 10.1109/MCOM.2014.6736761, 10.1109/VETECF.2011.6093291, 10.1109/ICIST.2013.6747766, 10.1109/ACCESS.2017.2705561, 10.1109/SiPS.2016.54, 10.1109/GLOCOMW.2014.7063446, 10.1145/2348543.2348553, 10.1109/ACCESS.2018.2876225, 10.1109/TWC.2015.2414413, 10.1109/MICC.2017.8311732, 10.1109/PIMRC.2017.8292353, 10.1109/ACCESS.2017.2652983, 10.1109/VTCSpring.2017.8108203, 10.1109/ICC.2016.7511276, 10.1109/VTCSpring.2017.8108242, 10.23919/URSIGASS.2017.8105378, 10.1109/VTCSpring.2016.7504341, 10.1109/ACCESS.2017.2736522, 10.1109/JSAC.2017.2698780, 10.1109/JSAC.2017.2699381, 10.1109/ICC.2014.6884080, 10.1109/LCOMM.2017.2694431, 10.1109/WCSP.2016.7752527, 10.1109/TIT.2005.844082, 10.1561/0100000069, 10.1109/ACSSC.2016.7869694, 10.1109/CAMA.2015.7428142, 10.1109/TAP.2016.2535100, 10.1214/aoms/1177731607, "
